# hostname;interval;timestamp;tps;rtps;wtps;bread/s;bwrtn/s;# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff;# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-16 UTC;21379.00;21377.00;2.00;171016.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-16 UTC;85508.00;4.00;44685.00;21377.00;22492.00;0.00;0.00;21431.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-16 UTC;61907640;3446260;5.27;14988;2510632;1340924;2.05;164616;2023360;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-16 UTC;-1;6.58;0.00;4.00;74.32;0.00;15.10
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-17 UTC;22697.00;22697.00;0.00;181576.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-17 UTC;90776.00;0.00;45525.00;22694.00;23099.00;0.00;0.00;22608.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-17 UTC;61907640;3446260;5.27;14988;2510572;1340924;2.05;167564;2020332;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-17 UTC;-1;7.19;0.00;4.49;76.25;0.00;12.07
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-18 UTC;25199.00;25199.00;0.00;201592.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-18 UTC;100756.00;0.00;53018.00;25189.00;26564.00;0.00;0.00;25206.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-18 UTC;61907392;3446508;5.27;14988;2511172;1340924;2.05;171608;2015888;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-18 UTC;-1;7.14;0.00;5.19;77.79;0.00;9.87
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-19 UTC;24227.00;24207.00;20.00;193656.00;196.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-19 UTC;96800.00;34.00;48536.00;24200.00;24740.00;0.00;0.00;24249.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-19 UTC;61907888;3446012;5.27;14996;2510736;1340924;2.05;176672;2010084;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-19 UTC;-1;9.07;0.00;4.91;75.69;0.00;10.33
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-20 UTC;19859.00;19857.00;2.00;158856.00;4.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-20 UTC;79432.00;2.00;41650.00;19859.00;21009.00;0.00;0.00;19936.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-20 UTC;61908136;3445764;5.27;14996;2509980;1340928;2.05;181500;2005872;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-20 UTC;-1;5.82;0.00;3.75;75.16;0.00;15.27
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-21 UTC;27780.00;27780.00;0.00;222240.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-21 UTC;111192.00;0.00;55729.00;27797.00;28213.00;0.00;0.00;27722.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-21 UTC;61907268;3446632;5.27;14996;2510896;1340928;2.05;188520;1998160;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-21 UTC;-1;7.32;0.00;5.62;77.65;0.00;9.41
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-22 UTC;25685.00;25683.00;2.00;205464.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-22 UTC;102736.00;4.00;53298.00;25683.00;26759.00;0.00;0.00;25693.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-22 UTC;61907268;3446632;5.27;15000;2511284;1340928;2.05;196112;1990256;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-22 UTC;-1;6.91;0.00;7.43;71.71;0.00;13.95
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-23 UTC;21803.00;21803.00;0.00;174424.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-23 UTC;87192.00;0.00;43734.00;21798.00;22237.00;0.00;0.00;21745.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-23 UTC;61906772;3447128;5.27;15000;2510164;1340928;2.05;203936;1983068;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-23 UTC;-1;5.37;0.00;4.06;76.83;0.00;13.74
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-24 UTC;24303.00;24303.00;0.00;194432.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-24 UTC;97172.00;0.00;51186.00;24293.00;25607.00;0.00;0.00;24309.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-24 UTC;61907516;3446384;5.27;15000;2510216;1340924;2.05;212140;1973940;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-24 UTC;-1;7.82;0.00;5.00;75.38;0.00;11.79
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-25 UTC;21375.25;21375.25;0.00;170994.06;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-25 UTC;85540.59;0.00;42903.96;21385.15;21874.26;0.00;0.00;21388.12;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-25 UTC;61907392;3446508;5.27;15000;2510800;1340924;2.05;221812;1965376;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-25 UTC;-1;6.51;0.00;4.97;75.13;0.00;13.39
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-26 UTC;23643.00;23643.00;0.00;189144.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-26 UTC;94516.00;0.00;49188.00;23629.00;24621.00;0.00;0.00;23567.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-26 UTC;61907268;3446632;5.27;15000;2510700;1340924;2.05;231516;1955836;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-26 UTC;-1;7.03;0.00;4.30;77.60;0.00;11.07
sasa.cl.cam.ac.uk;1;2013-03-25 07-36-27 UTC;22818.00;22818.00;0.00;182544.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-27 UTC;91296.00;0.00;45782.00;22824.00;23275.00;0.00;0.00;22783.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-27 UTC;61907268;3446632;5.27;15000;2510588;1340924;2.05;243244;1944836;sasa.cl.cam.ac.uk;1;2013-03-25 07-36-27 UTC;-1;6.83;0.00;4.51;73.32;0.00;15.34
