# hostname;interval;timestamp;tps;rtps;wtps;bread/s;bwrtn/s;# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff;# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-24 UTC;24644.00;24644.00;0.00;197152.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-24 UTC;98596.00;0.00;62839.00;26230.00;27242.00;0.00;0.00;24720.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-24 UTC;61157992;4195908;6.42;11872;3276736;1648836;2.52;198016;1984972;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-24 UTC;-1;15.92;0.00;5.52;37.61;0.00;40.95
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-25 UTC;15857.00;15857.00;0.00;126856.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-25 UTC;63428.00;0.00;93737.00;24966.00;24540.00;0.00;0.00;15768.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-25 UTC;61158728;4195172;6.42;11932;3277168;1648836;2.52;210144;1974148;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-25 UTC;-1;20.96;0.00;8.98;42.32;0.00;27.73
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-26 UTC;23428.00;23403.00;25.00;187224.00;592.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-26 UTC;93608.00;144.00;50265.00;23423.00;24422.00;0.00;0.00;23354.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-26 UTC;61158728;4195172;6.42;11932;3276780;1648836;2.52;213740;1969404;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-26 UTC;-1;13.64;0.00;5.93;32.70;0.00;47.73
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-27 UTC;24985.00;24985.00;0.00;199880.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-27 UTC;99940.00;0.00;59214.00;25255.00;25699.00;0.00;0.00;24952.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-27 UTC;61159100;4194800;6.42;11932;3276708;1648836;2.52;218580;1964852;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-27 UTC;-1;11.22;0.00;7.57;36.95;0.00;44.26
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-28 UTC;22161.00;22161.00;0.00;177296.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-28 UTC;88628.00;0.00;75844.00;23833.00;25214.00;0.00;0.00;22293.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-28 UTC;61158728;4195172;6.42;11932;3277060;1648832;2.52;227380;1955756;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-28 UTC;-1;5.38;0.00;8.96;43.15;0.00;42.51
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-29 UTC;23721.00;23719.00;2.00;189744.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-29 UTC;94888.00;4.00;77201.00;25523.00;25726.00;0.00;0.00;23584.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-29 UTC;61158728;4195172;6.42;11936;3277364;1648832;2.52;239960;1943512;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-29 UTC;-1;5.82;0.00;8.28;42.30;0.00;43.60
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-30 UTC;20413.00;20403.00;10.00;163224.00;224.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-30 UTC;81608.00;56.00;73574.00;23635.00;24498.00;0.00;0.00;20465.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-30 UTC;61158356;4195544;6.42;11936;3276548;1648832;2.52;259768;1923108;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-30 UTC;-1;6.51;0.00;9.82;41.07;0.00;42.60
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-31 UTC;17139.00;17139.00;0.00;137120.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-31 UTC;68572.00;0.00;95641.00;26890.00;26495.00;0.00;0.00;17056.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-31 UTC;61158232;4195668;6.42;11948;3276856;1648832;2.52;280104;1903632;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-31 UTC;-1;18.35;0.00;9.58;42.91;0.00;29.15
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-32 UTC;26972.00;26960.00;12.00;215672.00;160.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-32 UTC;107820.00;40.00;56285.00;26959.00;28111.00;0.00;0.00;27047.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-32 UTC;61158976;4194924;6.42;11948;3276852;1648824;2.52;331576;1851708;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-32 UTC;-1;18.62;0.00;9.25;31.87;0.00;40.25
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-33 UTC;21070.00;21060.00;10.00;168480.00;112.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-33 UTC;84260.00;28.00;42973.00;21075.00;21077.00;0.00;0.00;20912.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-33 UTC;61158480;4195420;6.42;11700;3277884;1648824;2.52;393484;1789596;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-33 UTC;-1;11.20;0.00;12.48;26.25;0.00;50.06
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-34 UTC;17923.00;17913.00;10.00;143304.00;112.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-34 UTC;71636.00;28.00;38629.00;17893.00;19315.00;0.00;0.00;18032.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-34 UTC;61158604;4195296;6.42;11592;3276924;1648836;2.52;394668;1789440;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-34 UTC;-1;10.09;0.00;14.69;22.35;0.00;52.87
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-35 UTC;21174.00;21172.00;2.00;169376.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-35 UTC;84684.00;4.00;50143.00;21535.00;21936.00;0.00;0.00;21110.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-35 UTC;61157488;4196412;6.42;11612;3277884;1648836;2.52;395152;1789140;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-35 UTC;-1;13.64;0.00;4.29;34.97;0.00;47.10
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-36 UTC;26842.00;26842.00;0.00;214736.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-36 UTC;107380.00;0.00;57581.00;26946.00;28074.00;0.00;0.00;26896.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-36 UTC;61158108;4195792;6.42;11676;3277648;1648836;2.52;398196;1784832;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-36 UTC;-1;14.69;0.00;6.85;31.26;0.00;47.20
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-37 UTC;26934.00;26934.00;0.00;215472.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-37 UTC;107732.00;0.00;54987.00;26947.00;27510.00;0.00;0.00;27003.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-37 UTC;61158620;4195280;6.42;11736;3276292;1648836;2.52;400236;1783040;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-37 UTC;-1;14.09;0.00;5.96;32.99;0.00;46.95
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-38 UTC;29067.00;29067.00;0.00;232536.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-38 UTC;116252.00;0.00;62729.00;29134.00;30292.00;0.00;0.00;29004.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-38 UTC;61158000;4195900;6.42;12084;3276804;1648836;2.52;405076;1779244;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-38 UTC;-1;12.47;0.00;8.40;32.95;0.00;46.18
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-39 UTC;28970.00;28970.00;0.00;231760.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-39 UTC;115884.00;0.00;59412.00;29022.00;29489.00;0.00;0.00;28954.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-39 UTC;61157520;4196380;6.42;12092;3277028;1648836;2.52;409272;1774268;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-39 UTC;-1;15.39;0.00;7.63;33.59;0.00;43.38
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-40 UTC;29202.00;29202.00;0.00;233624.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-40 UTC;116816.00;0.00;62683.00;29242.00;30560.00;0.00;0.00;29192.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-40 UTC;61157272;4196628;6.42;12280;3276800;1648840;2.52;417676;1766112;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-40 UTC;-1;14.38;0.00;6.87;32.19;0.00;46.56
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-41 UTC;27097.00;27095.00;2.00;216864.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-41 UTC;108392.00;4.00;56100.00;27142.00;27729.00;0.00;0.00;27188.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-41 UTC;61158016;4195884;6.42;12312;3276508;1648840;2.52;424308;1759468;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-41 UTC;-1;13.37;0.00;6.94;32.66;0.00;47.04
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-42 UTC;28953.00;28931.00;22.00;231448.00;200.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-42 UTC;115732.00;36.00;61595.00;29009.00;30074.00;0.00;0.00;28932.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-42 UTC;61157628;4196272;6.42;12384;3276856;1648836;2.52;438996;1744304;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-42 UTC;-1;14.89;0.00;6.87;33.59;0.00;44.66
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-43 UTC;28660.00;28660.00;0.00;229280.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-43 UTC;114632.00;0.00;61078.00;28817.00;29242.00;0.00;0.00;28597.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-43 UTC;61157892;4196008;6.42;12452;3276824;1648836;2.52;449632;1734400;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-43 UTC;-1;13.98;0.00;10.49;31.96;0.00;43.57
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-44 UTC;25544.00;25544.00;0.00;204352.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-44 UTC;102176.00;0.00;55669.00;25668.00;26795.00;0.00;0.00;25615.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-44 UTC;61157148;4196752;6.42;12496;3276248;1648836;2.52;467704;1715508;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-44 UTC;-1;12.84;0.00;4.67;33.20;0.00;49.29
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-45 UTC;25844.00;25844.00;0.00;206752.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-45 UTC;103396.00;0.00;68481.00;28072.00;28293.00;0.00;0.00;25814.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-45 UTC;61157396;4196504;6.42;12536;3276160;1648836;2.52;477256;1707320;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-45 UTC;-1;14.69;0.00;7.60;35.70;0.00;42.01
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-46 UTC;28297.00;28297.00;0.00;226376.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-46 UTC;113172.00;0.00;62914.00;28400.00;29676.00;0.00;0.00;28297.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-46 UTC;61157892;4196008;6.42;12568;3276048;1648836;2.52;485368;1698468;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-46 UTC;-1;10.97;0.00;7.53;34.06;0.00;47.45
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-47 UTC;27245.00;27243.00;2.00;217944.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-47 UTC;108964.00;4.00;57056.00;27429.00;27825.00;0.00;0.00;27172.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-47 UTC;61156280;4197620;6.42;12588;3276812;1648836;2.52;493968;1690256;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-47 UTC;-1;10.95;0.00;7.22;33.51;0.00;48.32
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-48 UTC;24067.00;24067.00;0.00;192536.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-48 UTC;96268.00;0.00;84741.00;26421.00;27448.00;0.00;0.00;24158.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-48 UTC;61157256;4196644;6.42;12588;3276660;1648836;2.52;507204;1677224;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-48 UTC;-1;14.83;0.00;8.31;37.60;0.00;39.26
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-49 UTC;17259.00;17236.00;23.00;137888.00;732.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-49 UTC;68968.00;178.00;75699.00;20922.00;21014.00;0.00;0.00;17142.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-49 UTC;61156464;4197436;6.42;12516;3276276;1648836;2.52;527524;1656376;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-49 UTC;-1;11.91;0.00;13.26;32.88;0.00;41.95
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-50 UTC;18440.00;18428.00;12.00;147424.00;116.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-50 UTC;73704.00;30.00;39566.00;18446.00;19660.00;0.00;0.00;18583.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-50 UTC;61156960;4196940;6.42;12372;3276688;1648836;2.52;529224;1655148;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-50 UTC;-1;8.87;0.00;14.73;23.08;0.00;53.32
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-51 UTC;26242.00;26242.00;0.00;209936.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-51 UTC;104960.00;0.00;53999.00;26325.00;26820.00;0.00;0.00;26259.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-51 UTC;61158076;4195824;6.42;12376;3276576;1648836;2.52;530524;1653272;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-51 UTC;-1;17.40;0.00;5.93;33.29;0.00;43.38
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-52 UTC;24583.00;24583.00;0.00;196664.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-52 UTC;98332.00;0.00;54063.00;24620.00;25770.00;0.00;0.00;24463.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-52 UTC;61157332;4196568;6.42;12376;3276540;1648836;2.52;532940;1650932;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-52 UTC;-1;15.13;0.00;5.51;34.49;0.00;44.87
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-53 UTC;28572.00;28570.00;2.00;228560.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-53 UTC;114284.00;4.00;58091.00;28574.00;29096.00;0.00;0.00;28613.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-53 UTC;61157704;4196196;6.42;12376;3276344;1648836;2.52;536624;1647116;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-53 UTC;-1;19.34;0.00;9.10;32.36;0.00;39.19
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-54 UTC;28164.00;28164.00;0.00;225312.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-54 UTC;112648.00;0.00;60417.00;28217.00;29212.00;0.00;0.00;28103.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-54 UTC;61156712;4197188;6.42;12376;3276360;1648836;2.52;541576;1641040;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-54 UTC;-1;17.86;0.00;6.25;33.55;0.00;42.35
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-55 UTC;26566.00;26566.00;0.00;212528.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-55 UTC;106280.00;0.00;55197.00;26677.00;27254.00;0.00;0.00;26650.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-55 UTC;61157084;4196816;6.42;12412;3276748;1648836;2.52;547536;1635868;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-55 UTC;-1;12.30;0.00;5.50;33.51;0.00;48.69
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-56 UTC;28553.00;28553.00;0.00;228424.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-56 UTC;114220.00;0.00;62497.00;28764.00;29773.00;0.00;0.00;28524.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-56 UTC;61157720;4196180;6.42;12424;3276404;1648836;2.52;556832;1626700;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-56 UTC;-1;12.48;0.00;7.72;33.33;0.00;46.46
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-57 UTC;26134.00;26134.00;0.00;209072.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-57 UTC;104524.00;0.00;57432.00;26416.00;26959.00;0.00;0.00;26182.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-57 UTC;61156056;4197844;6.42;12596;3275420;1648836;2.52;571880;1611676;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-57 UTC;-1;6.69;0.00;7.70;33.21;0.00;52.40
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-58 UTC;26340.00;26340.00;0.00;210720.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-58 UTC;105360.00;0.00;56501.00;26371.00;27601.00;0.00;0.00;26224.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-58 UTC;61156744;4197156;6.42;12600;3276140;1648836;2.52;586604;1597696;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-58 UTC;-1;17.63;0.00;5.02;32.56;0.00;44.79
sasa.cl.cam.ac.uk;1;2013-03-25 15-32-59 UTC;26637.00;26610.00;27.00;212880.00;528.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-59 UTC;106432.00;128.00;56891.00;26896.00;27420.00;0.00;0.00;26668.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-59 UTC;61156704;4197196;6.42;12604;3277196;1648836;2.52;603228;1580416;sasa.cl.cam.ac.uk;1;2013-03-25 15-32-59 UTC;-1;10.96;0.00;8.59;32.13;0.00;48.32
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-00 UTC;28386.00;28386.00;0.00;227096.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-00 UTC;113548.00;0.00;63124.00;28664.00;29739.00;0.00;0.00;28423.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-00 UTC;61156696;4197204;6.42;12628;3277056;1648832;2.52;619244;1565460;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-00 UTC;-1;12.39;0.00;7.59;33.12;0.00;46.90
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-01 UTC;26184.00;26174.00;10.00;209384.00;160.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-01 UTC;104692.00;40.00;57765.00;26476.00;26939.00;0.00;0.00;26160.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-01 UTC;61156456;4197444;6.42;12672;3276608;1648832;2.52;647652;1536480;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-01 UTC;-1;12.40;0.00;6.01;34.20;0.00;47.39
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-02 UTC;28221.00;28221.00;0.00;225768.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-02 UTC;112884.00;0.00;64505.00;28635.00;29582.00;0.00;0.00;28146.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-02 UTC;61156580;4197320;6.42;12688;3276556;1648832;2.52;676836;1506884;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-02 UTC;-1;11.33;0.00;7.55;34.11;0.00;47.01
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-03 UTC;25567.00;25554.00;13.00;204432.00;128.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-03 UTC;102200.00;24.00;59258.00;25831.00;26328.00;0.00;0.00;25578.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-03 UTC;61156516;4197384;6.42;12700;3276452;1648832;2.52;695380;1487592;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-03 UTC;-1;8.72;0.00;9.10;34.23;0.00;47.95
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-04 UTC;12927.00;12904.00;23.00;103232.00;272.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-04 UTC;51676.00;64.00;39401.00;14595.00;15786.00;0.00;0.00;12942.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-04 UTC;61156204;4197696;6.42;12612;3276592;1648836;2.52;698460;1485540;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-04 UTC;-1;8.77;0.00;18.32;18.46;0.00;54.45
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-05 UTC;22759.00;22757.00;2.00;182056.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-05 UTC;90972.00;4.00;50750.00;23129.00;23702.00;0.00;0.00;22849.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-05 UTC;61156576;4197324;6.42;12612;3275700;1648836;2.52;699424;1484584;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-05 UTC;-1;14.90;0.00;4.46;33.76;0.00;46.88
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-06 UTC;25316.00;25316.00;0.00;202528.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-06 UTC;101320.00;0.00;57985.00;25539.00;26438.00;0.00;0.00;25186.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-06 UTC;61156204;4197696;6.42;12612;3276612;1648836;2.52;704748;1478556;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-06 UTC;-1;17.60;0.00;4.69;36.25;0.00;41.46
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-07 UTC;26902.00;26902.00;0.00;215216.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-07 UTC;107564.00;0.00;63412.00;27521.00;27981.00;0.00;0.00;26913.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-07 UTC;61156576;4197324;6.42;12612;3276996;1648836;2.52;707932;1475400;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-07 UTC;-1;16.71;0.00;5.83;35.10;0.00;42.36
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-08 UTC;26020.00;26010.00;10.00;208080.00;224.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-08 UTC;104044.00;56.00;56915.00;26121.00;27303.00;0.00;0.00;26067.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-08 UTC;61155832;4198068;6.42;12612;3276572;1648836;2.52;722264;1461744;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-08 UTC;-1;18.95;0.00;4.74;33.42;0.00;42.89
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-09 UTC;28421.00;28421.00;0.00;227368.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-09 UTC;113684.00;0.00;59193.00;28542.00;28927.00;0.00;0.00;28333.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-09 UTC;61155336;4198564;6.42;12612;3276432;1648836;2.52;732452;1451384;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-09 UTC;-1;18.46;0.00;6.07;32.62;0.00;42.86
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-10 UTC;26475.00;26475.00;0.00;211800.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-10 UTC;105892.00;0.00;58640.00;26635.00;28002.00;0.00;0.00;26581.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-10 UTC;61156576;4197324;6.42;12612;3275952;1648836;2.52;751752;1431692;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-10 UTC;-1;14.99;0.00;7.43;32.24;0.00;45.34
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-11 UTC;26480.00;26478.00;2.00;211824.00;16.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-11 UTC;105912.00;4.00;58109.00;26861.00;26939.00;0.00;0.00;26444.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-11 UTC;61156080;4197820;6.42;12612;3276904;1648836;2.52;760648;1423160;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-11 UTC;-1;12.53;0.00;7.16;33.38;0.00;46.93
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-12 UTC;26868.00;26845.00;23.00;214760.00;320.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-12 UTC;107384.00;76.00;58292.00;26996.00;28009.00;0.00;0.00;26805.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-12 UTC;61155460;4198440;6.42;12612;3276692;1648840;2.52;787600;1396288;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-12 UTC;-1;15.83;0.00;5.15;33.20;0.00;45.82
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-13 UTC;23408.00;23398.00;10.00;187184.00;112.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-13 UTC;93612.00;28.00;51929.00;23886.00;24379.00;0.00;0.00;23422.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-13 UTC;61156632;4197268;6.42;12612;3276920;1648840;2.52;806792;1377476;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-13 UTC;-1;11.87;0.00;9.09;31.82;0.00;47.22
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-14 UTC;26530.00;26530.00;0.00;212240.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-14 UTC;106096.00;0.00;58625.00;26737.00;27797.00;0.00;0.00;26526.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-14 UTC;61156244;4197656;6.42;12612;3276468;1648836;2.52;829068;1354428;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-14 UTC;-1;13.11;0.00;5.14;33.42;0.00;48.33
sasa.cl.cam.ac.uk;1;2013-03-25 15-33-15 UTC;26634.00;26634.00;0.00;213072.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-15 UTC;106532.00;0.00;56845.00;26794.00;27274.00;0.00;0.00;26618.00;0.00;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-15 UTC;61155836;4198064;6.42;12612;3276300;1648836;2.52;856376;1326884;sasa.cl.cam.ac.uk;1;2013-03-25 15-33-15 UTC;-1;12.52;0.00;6.77;32.82;0.00;47.89
